Time,Veh_Type,TollBoothID,Lane_Type,Veh_Dimensions,Trans_Amount,Amount_paid,Geo_location,Speed,Fraud_indicator
3/20/2023 7:56,Truck,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",73,Not Fraud
4/8/2023 23:21,Van,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",82,Not Fraud
4/24/2023 14:46,Sedan,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",57,Not Fraud
5/13/2023 6:11,SUV,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",96,Not Fraud
5/28/2023 21:36,Bus ,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",66,Not Fraud
6/16/2023 13:01,Car,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",89,Not Fraud
7/1/2023 4:27,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",51,Not Fraud
7/20/2023 19:52,Truck,C-103,Regular,Large,300,100,"12.936687032945434, 77.53113977439017",76,Fraud
8/4/2023 11:17,Van,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",61,Not Fraud
8/23/2023 2:42,Sedan,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",85,Not Fraud
9/7/2023 18:07,SUV,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",74,Not Fraud
9/26/2023 9:32,Bus ,C-103,Regular,Large,300,120,"12.936687032945434, 77.53113977439017",93,Fraud
10/11/2023 0:58,Car,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",49,Not Fraud
10/30/2023 16:23,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",83,Not Fraud
11/14/2023 7:48,Truck,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",59,Not Fraud
12/3/2023 23:13,Van,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",91,Not Fraud
12/19/2023 14:38,Sedan,A-101,Express,Medium,110,70,"12.936687032945434, 77.53113977439017",71,Fraud
1/5/2023 6:03,SUV,B-102,Regular,Large,140,120,"12.936687032945434, 77.53113977439017",86,Fraud
1/22/2023 21:29,Bus ,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",56,Not Fraud
2/7/2023 12:54,Car,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",79,Not Fraud
2/26/2023 4:19,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",64,Not Fraud
3/13/2023 19:44,Truck,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",97,Not Fraud
3/29/2023 11:09,Van,B-102,Express,Medium,120,90,"12.936687032945434, 77.53113977439017",69,Fraud
4/17/2023 2:34,Sedan,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",94,Not Fraud
5/2/2023 18:00,SUV,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",54,Not Fraud
5/22/2023 9:25,Bus ,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",81,Not Fraud
6/6/2023 0:50,Car,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",65,Not Fraud
6/25/2023 16:15,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",92,Not Fraud
7/11/2023 7:40,Truck,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",50,Not Fraud
7/30/2023 23:05,Van,B-102,Regular,Medium,120,70,"12.936687032945434, 77.53113977439017",75,Fraud
8/15/2023 14:31,Sedan,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",58,Not Fraud
9/3/2023 5:56,SUV,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",89,Not Fraud
9/18/2023 21:21,Bus ,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",44,Not Fraud
10/8/2023 12:46,Car,A-101,Regular,Small,70,90,"12.936687032945434, 77.53113977439017",78,Fraud
10/23/2023 4:11,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",67,Not Fraud
11/11/2023 19:36,Truck,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",95,Not Fraud
11/27/2023 11:02,Van,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",55,Not Fraud
12/16/2023 2:27,Sedan,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",80,Not Fraud
12/31/2023 17:52,SUV,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",62,Not Fraud
1/17/2023 9:17,Bus ,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",87,Not Fraud
2/1/2023 0:42,Car,A-101,Express,Small,70,0,"12.936687032945434, 77.53113977439017",47,Fraud
2/20/2023 16:07,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",73,Not Fraud
3/7/2023 7:33,Truck,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",68,Not Fraud
3/22/2023 22:58,Van,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",91,Not Fraud
4/10/2023 14:23,Sedan,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",53,Not Fraud
4/25/2023 5:48,SUV,B-102,Regular,Large,140,90,"12.936687032945434, 77.53113977439017",82,Fraud
5/14/2023 21:13,Bus ,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",56,Not Fraud
5/30/2023 12:38,Car,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",84,Not Fraud
6/18/2023 4:04,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",69,Not Fraud
7/3/2023 19:29,Truck,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",94,Not Fraud
7/22/2023 10:54,Van,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",49,Not Fraud
8/6/2023 2:19,Sedan,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",76,Not Fraud
8/25/2023 17:44,SUV,B-102,Express,Large,140,90,"12.936687032945434, 77.53113977439017",63,Fraud
9/9/2023 9:09,Bus ,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",88,Not Fraud
9/28/2023 0:35,Car,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",74,Not Fraud
10/13/2023 15:00,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",96,Not Fraud
11/1/2023 6:25,Truck,C-103,Express,Large,300,110,"12.936687032945434, 77.53113977439017",61,Fraud
11/16/2023 21:50,Van,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",85,Not Fraud
12/6/2023 13:15,Sedan,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",52,Fraud
12/21/2023 4:40,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,Not Fraud
1/7/2023 20:06,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,Not Fraud
1/24/2023 11:31,Car,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",90,Fraud
2/8/2023 3:56,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",48,Not Fraud
2/27/2023 19:21,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",77,Not Fraud
3/15/2023 10:46,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",60,Not Fraud
3/30/2023 2:11,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",83,Not Fraud
4/18/2023 17:37,SUV,B-102,Express,Large,145,100,"13.21331620748757, 77.55413526894684",71,Fraud
5/3/2023 9:02,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,Not Fraud
5/22/2023 0:27,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",46,Not Fraud
6/6/2023 15:52,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",81,Not Fraud
6/25/2023 7:17,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,Not Fraud
7/10/2023 22:42,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",93,Not Fraud
7/30/2023 14:08,Sedan,A-101,Express,Medium,115,0,"13.21331620748757, 77.55413526894684",57,Fraud
8/14/2023 5:33,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",86,Not Fraud
9/2/2023 20:58,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",55,Not Fraud
9/17/2023 12:23,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",82,Not Fraud
10/6/2023 3:48,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",63,Not Fraud
10/21/2023 19:13,Truck,C-103,Regular,Large,330,90,"13.21331620748757, 77.55413526894684",90,Fraud
11/9/2023 10:39,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",48,Not Fraud
11/24/2023 2:04,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",76,Not Fraud
12/13/2023 17:29,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",58,Not Fraud
12/28/2023 8:54,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",87,Not Fraud
1/14/2023 0:19,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",67,Not Fraud
1/29/2023 15:44,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",94,Not Fraud
2/17/2023 7:10,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,Not Fraud
3/4/2023 22:35,Van,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",89,Fraud
3/20/2023 14:00,Sedan,A-101,Express,Medium,115,100,"13.21331620748757, 77.55413526894684",52,Fraud
4/8/2023 5:25,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,Not Fraud
4/23/2023 20:50,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,Not Fraud
5/13/2023 12:15,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",95,Not Fraud
5/28/2023 3:41,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",44,Not Fraud
6/16/2023 19:06,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,Not Fraud
7/1/2023 10:31,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,Not Fraud
7/20/2023 2:56,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",85,Not Fraud
8/4/2023 18:21,SUV,B-102,Express,Large,145,125,"13.21331620748757, 77.55413526894684",49,Fraud
8/23/2023 9:46,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",74,Not Fraud
9/7/2023 1:12,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",69,Not Fraud
9/26/2023 16:37,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",92,Not Fraud
10/11/2023 8:02,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",57,Not Fraud
10/30/2023 23:27,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",83,Not Fraud
11/15/2023 14:52,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",68,Not Fraud
12/4/2023 6:17,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",96,Not Fraud
12/19/2023 21:43,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",46,Not Fraud
1/5/2023 13:08,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",81,Not Fraud
1/22/2023 4:33,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",60,Not Fraud
2/6/2023 19:58,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",88,Not Fraud
2/25/2023 11:23,Van,B-102,Express,Medium,125,115,"13.21331620748757, 77.55413526894684",53,Fraud
3/12/2023 2:48,Sedan,A-101,Regular,Medium,115,100,"13.21331620748757, 77.55413526894684",77,Fraud
3/27/2023 18:14,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",64,Not Fraud
4/15/2023 9:39,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",91,Not Fraud
4/30/2023 1:04,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",50,Not Fraud
5/19/2023 16:29,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",75,Not Fraud
6/3/2023 7:54,Truck,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",59,Fraud
6/22/2023 23:19,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,Not Fraud
7/8/2023 14:45,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,Not Fraud
7/27/2023 6:10,SUV,B-102,Regular,Large,145,115,"13.21331620748757, 77.55413526894684",93,Fraud
8/11/2023 21:35,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",45,Not Fraud
8/31/2023 13:00,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",80,Not Fraud
9/15/2023 4:25,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",62,Not Fraud
10/4/2023 19:50,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,Not Fraud
10/20/2023 11:16,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",51,Not Fraud
11/8/2023 2:41,Sedan,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",73,Fraud
11/23/2023 18:06,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",56,Not Fraud
12/13/2023 9:31,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,Not Fraud
12/28/2023 0:56,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",70,Not Fraud
1/13/2023 16:21,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",97,Not Fraud
1/28/2023 7:47,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",47,Not Fraud
2/16/2023 23:12,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,Not Fraud
3/4/2023 14:37,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",65,Not Fraud
3/19/2023 6:02,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,Not Fraud
4/7/2023 21:27,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",53,Not Fraud
4/23/2023 12:52,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",79,Not Fraud
5/12/2023 4:18,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,Not Fraud
5/27/2023 19:43,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",89,Not Fraud
6/15/2023 11:08,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",44,Not Fraud
6/30/2023 2:33,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",78,Not Fraud
7/19/2023 17:58,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",67,Not Fraud
8/3/2023 9:23,Bus ,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",95,Fraud
8/22/2023 0:49,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,Not Fraud
9/6/2023 16:14,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",80,Not Fraud
9/25/2023 7:39,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,Not Fraud
10/10/2023 23:04,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",87,Not Fraud
10/30/2023 14:29,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",47,Not Fraud
11/14/2023 5:54,SUV,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",73,Fraud
12/3/2023 21:20,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",68,Not Fraud
12/19/2023 12:45,Car,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",91,Fraud
1/4/2023 4:10,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,Not Fraud
1/21/2023 19:35,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,Not Fraud
2/6/2023 11:00,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",56,Not Fraud
2/25/2023 2:25,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",84,Not Fraud
3/12/2023 17:51,SUV,B-102,Express,Large,145,90,"13.21331620748757, 77.55413526894684",69,Fraud
3/27/2023 9:16,Bus ,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",94,Fraud
4/15/2023 0:41,Car,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",49,Fraud
4/30/2023 16:06,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,Not Fraud
5/19/2023 7:31,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,Not Fraud
6/3/2023 22:56,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",88,Not Fraud
6/22/2023 14:22,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",74,Not Fraud
7/7/2023 5:47,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",96,Not Fraud
7/26/2023 21:12,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",61,Not Fraud
8/10/2023 12:37,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",85,Not Fraud
8/29/2023 4:02,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,Not Fraud
9/13/2023 19:27,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,Not Fraud
10/2/2023 10:53,Van,B-102,Express,Medium,125,90,"13.21331620748757, 77.55413526894684",66,Fraud
10/17/2023 2:18,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",90,Not Fraud
11/5/2023 17:43,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",48,Not Fraud
11/21/2023 9:08,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",77,Not Fraud
12/10/2023 0:33,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",60,Not Fraud
12/25/2023 16:58,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",83,Not Fraud
1/12/2023 8:24,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,Not Fraud
1/27/2023 23:49,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",97,Not Fraud
2/15/2023 15:14,Sedan,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",46,Fraud
3/2/2023 6:39,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",81,Not Fraud
3/17/2023 22:04,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,Not Fraud
4/5/2023 13:29,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",93,Not Fraud
4/20/2023 4:55,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",57,Not Fraud
5/9/2023 20:20,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,Not Fraud
5/25/2023 11:45,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",55,Not Fraud
6/13/2023 3:10,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",82,Not Fraud
6/28/2023 18:35,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",63,Not Fraud
7/17/2023 10:00,Bus ,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",90,Fraud
8/1/2023 1:26,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",48,Not Fraud
8/20/2023 16:51,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,Not Fraud
9/4/2023 8:16,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",58,Not Fraud
9/23/2023 23:41,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",87,Not Fraud
10/9/2023 15:06,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",67,Not Fraud
10/28/2023 6:31,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",94,Not Fraud
11/12/2023 21:57,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,Not Fraud
12/1/2023 13:22,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",89,Not Fraud
12/16/2023 4:47,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,Not Fraud
1/2/2023 20:12,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,Not Fraud
1/21/2023 11:37,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",66,Not Fraud
2/5/2023 3:02,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",95,Not Fraud
2/24/2023 18:28,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",44,Not Fraud
3/11/2023 9:53,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,Not Fraud
3/26/2023 1:18,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",61,Not Fraud
4/14/2023 16:43,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",85,Not Fraud
4/29/2023 8:08,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",49,Not Fraud
5/18/2023 23:33,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",74,Not Fraud
6/3/2023 15:59,Sedan,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",69,Fraud
6/22/2023 7:24,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,Not Fraud
7/7/2023 22:49,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",57,Not Fraud
7/27/2023 14:14,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",83,Not Fraud
8/11/2023 5:39,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",68,Not Fraud
8/30/2023 21:04,Truck,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",96,Fraud
9/15/2023 12:30,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",46,Not Fraud
10/4/2023 3:55,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",81,Not Fraud
10/19/2023 19:20,SUV,B-102,Express,Large,145,90,"13.21331620748757, 77.55413526894684",60,Fraud
11/7/2023 10:45,Bus ,C-103,Regular,Large,330,90,"13.21331620748757, 77.55413526894684",88,Fraud
11/22/2023 2:10,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",53,Not Fraud
12/11/2023 17:35,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",77,Not Fraud
12/26/2023 9:01,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,Not Fraud
1/12/2023 0:26,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",91,Not Fraud
1/27/2023 15:51,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",50,Not Fraud
2/11/2023 7:16,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",75,Not Fraud
3/2/2023 22:41,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",59,Not Fraud
3/18/2023 14:06,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",84,Not Fraud
4/6/2023 5:32,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",66,Not Fraud
4/21/2023 20:57,Truck,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",93,Fraud
5/11/2023 12:22,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",45,Not Fraud
5/26/2023 3:47,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",80,Not Fraud
6/14/2023 19:12,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",62,Not Fraud
6/30/2023 10:37,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,Not Fraud
7/19/2023 2:03,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",51,Not Fraud
8/3/2023 17:28,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",73,Not Fraud
8/22/2023 8:53,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",56,Not Fraud
9/6/2023 0:18,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",82,Not Fraud
9/25/2023 15:43,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",70,Not Fraud
10/10/2023 7:08,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",97,Not Fraud
10/29/2023 22:34,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",47,Not Fraud
11/14/2023 14:59,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",84,Not Fraud
12/3/2023 6:24,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",65,Not Fraud
12/18/2023 21:49,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",92,Not Fraud
1/5/2023 13:14,Van,B-102,Express,Medium,125,115,"13.21331620748757, 77.55413526894684",53,Fraud
1/20/2023 4:39,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",79,Not Fraud
2/8/2023 20:05,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",61,Not Fraud
2/23/2023 11:30,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",89,Not Fraud
3/14/2023 2:55,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",44,Not Fraud
3/29/2023 18:20,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,Not Fraud
4/17/2023 9:45,Truck,C-103,Express,Large,330,100,"13.21331620748757, 77.55413526894684",67,Fraud
5/2/2023 1:10,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",95,Not Fraud
5/21/2023 16:36,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",55,Not Fraud
6/5/2023 8:01,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",80,Not Fraud
6/24/2023 23:26,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,Not Fraud
7/10/2023 14:51,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",87,Not Fraud
